城市,维度,经度,开始时间,休息时间,hasArtwork,门店名,门店号,邮编
苏州市,31.313692,120.67012700000001,7:30:00,21:00:00,False,苏州环球188广场店,49260-267910,215000.0
上海市,31.198981,121.47781,7:00:00,22:00:00,False,汇暻生活广场店,24754-238132,200000.0
上海市,31.174498,121.373531,7:30:00,22:00:00,False,爱琴海购物公园2店,57553-291681,200000.0
上海市,31.217225,121.53478100000001,7:00:00,19:30:00,False,由由世纪广场店,15300-159765,200000.0
上海市,31.176415999999996,121.38507800000001,7:00:00,22:00:00,False,吴中路店,32412-128565,200000.0
上海市,31.203118,121.493967,7:00:00,21:00:00,False,南车站路店,20557-206672,200000.0
上海市,31.188574,121.442177,7:00:00,23:00:00,False,嘉汇店,35049-96281,200030.0
上海市,31.186144,121.43272900000001,7:00:00,22:00:00,False,南洋1931店,49631-270366,200000.0
苏州市,31.316048,120.664305,7:00:00,22:00:00,False,苏州天虹百货店,26071-243334,215000.0
上海市,31.16378,121.09212,7:00:00,22:00:00,False,青浦富绅时代广场店,54582-288333,200000.0
上海市,31.191337,121.45714699999999,7:00:00,21:00:00,False,枫林国际大厦店,24755-238529,200000.0
上海市,31.184029,121.42821799999999,10:00:00,22:00:00,False,光启城店,48221-262287,200000.0
上海市,31.28033,121.676524,7:00:00,22:00:00,False,上海曹路荣欣广场店,59740-294037,200000.0
上海市,31.218375,121.54418700000001,7:00:00,21:00:00,False,上海科技馆站店,18167-188324,200000.0
上海市,31.171074,121.36920900000001,7:00:00,22:30:00,False,万象城1F店,50981-276770,200000.0
苏州市,31.265206,120.746454,7:30:00,22:00:00,False,苏州文萃广场店,48771-265076,215000.0
上海市,31.266133,121.65251,7:00:00,22:00:00,False,曹路宝龙店,29691-254766,200000.0
上海市,31.180907,121.419742,7:00:00,22:00:00,False,钦州北路店,23766-231605,200000.0
上海市,31.216409999999996,121.54043600000001,7:00:00,22:00:00,False,锦延路店,32334-121664,200000.0
上海市,31.212048,121.528748,7:00:00,22:00:00,False,富都广场店,47605-258985,200000.0
苏州市,31.306397999999998,120.674851,6:30:00,22:00:00,False,苏州苏信店,35057-97020,215000.0
南通市,32.38665,120.55201000000001,8:00:00,22:00:00,False,南通如皋金茂国际店,18088-186104,226000.0
上海市,31.170181,121.3668,9:30:00,22:00:00,False,万象城LG店,26378-201985,200000.0
苏州市,31.318468,120.656521,7:30:00,22:30:00,False,苏州西蒙店,1644-134957,215000.0
上海市,31.1969,121.482482,7:00:00,21:00:00,False,歌斐中心店,48769-265070,200000.0
上海市,31.208547999999997,121.52001299999999,7:00:00,22:00:00,False,浦建路店,49015-266445,200127.0
上海市,31.171694,121.37742,7:00:00,22:00:00,False,上海金汇南路店,59200-293467,200000.0
上海市,31.169518,121.36576799999999,7:00:00,18:00:00,False,万象城办公楼店,26869-245907,200000.0
苏州市,31.317573,120.656979,10:00:00,22:00:00,False,苏州印象城3F店,52104-280606,215000.0
上海市,31.213403000000003,121.534608,7:00:00,20:00:00,False,陆家嘴世纪金融广场店,20614-202486,200000.0
上海市,31.185271999999998,121.442497,7:00:00,22:00:00,False,星游城店,1383-135707,200000.0
上海市,31.15878,121.112955,7:00:00,22:00:00,False,青浦世纪联华店,53354-285547,200000.0
苏州市,31.300321999999998,120.68206699999999,7:00:00,22:00:00,False,苏州水巷邻里店,51217-277627,215000.0
上海市,31.165041,121.341774,7:00:00,22:30:00,False,七莘路店,35046-95230,200000.0
上海市,31.183066999999998,121.43734199999999,7:00:00,22:00:00,False,飞洲国际广场店,23500-230367,200000.0
上海市,31.176690999999998,121.409554,7:00:00,19:00:00,False,钦江路店,16313-137409,200000.0
上海市,31.205923,121.51678400000002,7:00:00,21:00:00,False,东南华庭店,54308-286583,200000.0
上海市,31.15431,121.22770700000001,9:30:00,21:30:00,False,青浦赵巷店,31045-103084,201703.0
上海市,31.186173999999998,121.457205,7:00:00,22:00:00,False,正大乐城店,18825-195444,200000.0
上海市,31.186518,121.458701,8:00:00,22:00:00,False,正大乐城6幢店,28819-251206,200000.0
上海市,31.175991999999997,121.417827,7:00:00,19:00:00,False,科创动力店,48758-265066,201101.0
苏州市,31.265694,120.73547099999999,7:30:00,20:00:00,False,苏州创意产业园店,52548-281885,215000.0
上海市,31.177059999999997,121.42359499999999,6:30:00,22:00:00,False,宜山路店,47450-258328,200000.0
上海市,31.17215,121.40135,7:00:00,19:00:00,False,科产大厦店,18052-187864,200000.0
上海市,31.203432,121.518188,7:00:00,22:00:00,False,临沂北路沃尔玛店,55195-289025,200000.0
上海市,31.172726,121.40523700000001,7:00:00,19:00:00,False,新研大厦店,47455-258384,200000.0
上海市,31.153129999999997,121.137146,7:00:00,22:00:00,False,公园东路店,26068-243444,200000.0
苏州市,31.342916,120.613964,7:30:00,22:00:00,False,苏州平江万达广场店,24758-238188,215000.0
上海市,31.170997999999997,121.40118400000001,7:00:00,19:00:00,False,漕河泾店,31281-104804,200000.0
上海市,31.167415999999996,121.38343300000001,7:00:00,20:00:00,False,虹桥国际商务广场店,21182-209826,200333.0
上海市,31.183171999999995,121.454558,7:00:00,19:00:00,False,凯滨国际大厦店,51790-279089,200000.0
上海市,31.178953999999997,121.44353999999998,7:00:00,19:00:00,False,徐汇苑店,17822-186324,200000.0
上海市,31.171190999999997,121.410215,7:00:00,19:00:00,False,上海H88店,56667-290580,200000.0
苏州市,31.344079999999998,120.608453,8:00:00,21:30:00,False,苏州城市生活广场店,52449-281484,215000.0
上海市,31.172164000000002,121.41583600000001,7:00:00,21:00:00,False,桂林路店,25561-241249,200000.0
上海市,31.148709000000004,121.22725600000001,8:00:00,21:00:00,False,上海青浦元祖梦世界,59592-293816,200000.0
苏州市,31.292655,120.679152,8:00:00,22:00:00,False,苏州城邦花园店,52546-281884,215000.0
上海市,31.169573,121.41188400000001,7:00:00,22:00:00,False,越界店,19538-201984,200233.0
苏州市,31.305646000000003,120.658275,7:30:00,22:00:00,False,苏州欧尚店,17789-184384,215000.0
上海市,31.174165000000002,121.43352,7:00:00,22:00:00,False,汇阳广场店,19747-200244,200000.0
上海市,31.209938,121.551325,7:00:00,22:00:00,False,海桐路店,25814-242104,200000.0
上海市,31.158692,121.354932,7:00:00,22:00:00,False,七宝宝龙城中庭店,47707-259328,200000.0
上海市,31.171621999999996,121.42343999999999,7:00:00,22:00:00,False,田林宾馆店,51806-279225,200000.0
苏州市,31.323581,120.63116000000001,7:30:00,20:30:00,False,苏州拙政园店,52556-281888,215000.0
上海市,31.155359999999998,121.33533500000001,7:00:00,22:00:00,False,上海万科城花新园店,59543-293790,200000.0
上海市,31.195388,121.512592,7:00:00,22:00:00,False,百联临沂购物中心店,54485-286730,200000.0
上海市,31.148702,121.116896,7:00:00,22:00:00,False,青浦凯特利广场,55925-289803,200000.0
上海市,31.165191999999998,121.399426,7:00:00,19:00:00,False,古美路2店,27017-246347,200000.0
上海市,31.201473999999997,121.532632,7:00:00,22:00:00,False,东建路店,53028-283987,200000.0
上海市,31.157241,121.355694,7:00:00,22:00:00,False,七宝宝龙城南入口店,47706-259330,200000.0
上海市,31.188571000000003,121.493381,9:30:00,21:00:00,False,耀华路店,8153-149899,200000.0
上海市,31.212452000000003,121.56271399999999,7:00:00,22:00:00,False,浦东嘉里城店,15191-153628,200000.0
苏州市,31.342710999999998,120.60346499999999,7:00:00,22:00:00,False,苏州平江MALL店,52067-280165,215000.0
苏州市,31.259936,120.73040400000001,7:30:00,22:00:00,False,苏州鲜橙广场,27589-247725,215000.0
上海市,31.211739,121.56161599999999,7:00:00,19:00:00,False,紫竹大厦店,23330-229145,200000.0
上海市,31.148281,121.112755,7:00:00,22:00:00,False,青浦桥梓湾店,30889-102074,200000.0
上海市,31.155525,121.34888000000001,7:00:00,22:00:00,False,汇宝广场店,21114-209304,200000.0
上海市,31.148024,121.111023,7:00:00,22:00:00,False,青浦城中北路店,24116-235274,200000.0
苏州市,31.305505,120.65323000000001,7:30:00,22:00:00,False,苏州万科美好店,19982-202487,215000.0
上海市,31.149608,121.30578899999999,7:00:00,22:00:00,False,上海涞坊路店,56740-290678,200000.0
苏州市,31.262180999999998,120.724352,7:00:00,19:30:00,False,苏州慧湖大厦店,24904-239090,215000.0
上海市,31.185157,121.486148,8:00:00,20:00:00,False,宝武大厦店,55180-289005,200000.0
上海市,31.204759000000003,121.54563700000001,7:00:00,22:00:00,False,富荟商业广场店,47534-258567,200000.0
上海市,31.154906,121.34876799999999,7:00:00,22:30:00,False,七宝万科广场1F店,47424-255724,200000.0
苏州市,31.29614,120.66671200000002,7:30:00,22:00:00,False,苏州国际科技园店,51225-277706,215000.0
上海市,31.154844,121.349746,10:00:00,22:00:00,False,七宝万科5F店,56328-290225,201101.0
上海市,31.174072999999996,121.44783899999999,7:00:00,22:00:00,False,朵云轩店,27363-247167,200000.0
上海市,31.163797,121.40361000000001,7:00:00,19:00:00,False,漕河泾2店,15616-161545,200000.0
上海市,31.157888,121.373306,7:00:00,22:00:00,False,诺宝中心店,29108-252246,200000.0
上海市,31.154322999999998,121.354325,7:00:00,22:00:00,False,七宝老街店,48449-263424,200000.0
上海市,31.161481,121.39783,7:00:00,19:00:00,False,凤凰园店,18396-190725,200233.0
无锡市,31.581654999999998,120.394603,10:00:00,22:00:00,False,无锡英特宜家4楼店,57264-291344,214000.0
上海市,31.167775,121.428302,7:00:00,22:00:00,False,光大会展店,49636-270365,200000.0
上海市,31.167084999999997,121.42535,7:00:00,19:00:00,False,柳州路店,29027-252164,200000.0
上海市,31.168705,121.432543,7:00:00,22:00:00,False,徐汇日月光店,48581-263270,200000.0
上海市,31.171142,121.44321000000001,7:00:00,19:00:00,False,龙漕路店,51034-277026,200235.0
上海市,31.148231,121.316018,7:00:00,22:00:00,False,松江沪亭北路店,25735-241987,200000.0
上海市,31.150796000000003,121.336747,7:00:00,22:00:00,False,闵行万科虹桥云,55926-289804,200000.0
上海市,31.157203999999997,121.377903,7:30:00,22:00:00,False,星宝广场店,51948-279808,200000.0
上海市,31.184624,121.49434199999999,0:00:00,0:00:00,False,中华艺术宫店,22323-219627,200000.0
上海市,31.182212,121.486329,7:00:00,20:00:00,False,招商局上海中心店,48942-265944,200000.0
上海市,31.161517,121.40580200000001,7:00:00,22:00:00,False,桂平路店,57230-291296,200233.0
上海市,31.207465999999997,121.562932,7:00:00,22:00:00,False,花木plus乐坊店,48105-261564,200000.0
苏州市,31.33026,120.61138100000001,6:30:00,22:00:00,False,苏州站出发层店,28082-249611,215000.0
无锡市,31.581978000000003,120.391811,10:00:00,22:00:00,False,无锡英特宜家购物中心店,20273-204607,214000.0
上海市,31.182381,121.493431,7:00:00,22:00:00,False,世博源店,22501-221528,200000.0
上海市,31.144015999999997,121.094932,7:00:00,22:00:00,False,青浦吾悦广场店,24901-218425,200000.0
苏州市,31.328277000000003,120.61105500000001,6:00:00,22:30:00,False,苏州火车站到达层店,47115-256665,215000.0
苏州市,31.308972999999998,120.637239,7:30:00,21:30:00,False,苏州干将路店,49969-272127,215000.0
苏州市,31.310489,120.63467299999999,8:30:00,22:00:00,False,苏州平江路店,24380-237279,215000.0
上海市,31.222881,121.606899,7:00:00,20:00:00,False,东郊中心店,49097-267089,201206.0
上海市,31.185846999999995,121.509293,7:00:00,22:00:00,False,中建广场店,50616-275305,200126.0
苏州市,31.312715999999998,120.630008,8:00:00,21:30:00,False,苏州长发商厦店,27015-246134,215000.0
上海市,31.145146999999998,121.329967,7:00:00,22:00:00,False,上海佳预广场店,56739-290677,200000.0
苏州市,31.283666999999998,120.67210800000001,7:00:00,22:30:00,False,苏州双湖邻里店,24145-235889,215000.0
苏州市,31.252024,120.724034,8:00:00,21:00:00,False,苏州独墅湖邻里中心店,57438-291536,215000.0
上海市,31.192213,121.538381,7:00:00,22:00:00,False,浦东星河湾店,20561-206664,200000.0
上海市,31.159613,121.42603500000001,7:00:00,21:30:00,False,新龙华店,29986-256205,200000.0
苏州市,31.310727000000004,120.6275,8:00:00,23:00:00,False,苏州观前街1号店,21710-214565,215000.0
无锡市,31.503271,120.433252,6:15:00,22:00:00,False,无锡硕放机场T2出发层店,25722-242171,214000.0
上海市,31.140596999999996,121.31921899999999,7:00:00,22:00:00,False,上海九亭金地广场店,59051-293236,200000.0
上海市,31.166142999999998,121.45758400000001,7:00:00,20:30:00,False,东航云锦天地店,54049-286295,200000.0
上海市,31.179157,121.503628,7:00:00,22:00:00,False,齐河路沃尔玛店,25498-241165,200000.0
苏州市,31.309363,120.626327,8:00:00,22:00:00,False,苏州雅戈尔富宫店,52572-281887,215000.0
苏州市,31.313442,120.620543,8:00:00,21:00:00,False,苏州坤元广场店,51942-279809,215000.0
上海市,31.159007,121.432622,7:00:00,20:00:00,False,徐汇万科中心店,29991-256204,200000.0
苏州市,31.30255,120.632496,7:30:00,21:30:00,False,苏州凤凰街店,56319-290221,215000.0
上海市,31.186671999999998,121.534922,8:00:00,22:00:00,False,北蔡山姆会员店,57012-291018,200000.0
上海市,31.173576,121.495049,7:00:00,22:30:00,False,三钢里店,27661-248110,200000.0
上海市,31.247002000000002,121.674067,8:00:00,19:00:00,False,唐镇来安路店,49970-272125,200000.0
上海市,31.148798,121.393951,6:30:00,22:00:00,False,万源城店,26017-243166,200000.0
苏州市,31.307132,120.624007,7:30:00,22:30:00,False,苏州邵磨针巷店,24741-237967,215000.0
上海市,31.205326,121.59083400000002,7:00:00,18:30:00,False,张江创新园店,16024-167604,200000.0
上海市,31.179743,121.522001,7:00:00,22:00:00,False,上海盒马杨高南路店,59701-293999,200000.0
上海市,31.179585999999997,121.521973,7:00:00,22:00:00,False,北艾路店,49686-270795,200000.0
上海市,31.134390999999997,121.084075,10:00:00,22:00:00,False,上海青浦万达茂店,59589-293828,200000.0
无锡市,31.923863,120.29778600000002,7:00:00,22:00:00,False,江阴新一城店,18621-190305,214000.0
苏州市,31.298631,120.63150700000001,7:30:00,22:00:00,False,苏州十全街店,49701-270867,215000.0
上海市,31.220907,121.63000500000001,7:00:00,20:00:00,False,丹桂路店,52473-281831,200000.0
苏州市,31.265766999999997,120.68174599999999,8:00:00,22:00:00,False,苏州玲珑美好荟店,56668-290595,215000.0
上海市,31.126679,121.227382,7:00:00,22:00:00,False,上海青浦山姆会员店,60077-294399,200000.0
上海市,31.152240999999997,121.43180100000001,6:30:00,22:00:00,False,上海南站店,1355-128567,200000.0
上海市,31.200583,121.58577700000001,7:00:00,22:00:00,False,上海传奇店,31636-107900,200000.0
苏州市,31.316436,120.60365300000001,8:30:00,22:00:00,False,苏州山塘街店,17312-180786,215000.0
上海市,31.145426,121.40446599999999,7:00:00,22:00:00,False,古美文创街店,22744-224068,200000.0
上海市,31.175084000000002,121.519791,7:00:00,22:00:00,False,成山路家乐福店,50796-276209,200000.0
苏州市,31.301745,120.622157,6:30:00,21:30:00,False,苏州市立医院店,26873-245904,215000.0
上海市,31.205273,121.60115800000001,7:00:00,22:00:00,False,长泰广场店,22407-213184,200000.0
上海市,31.240689,121.67741399999998,7:00:00,22:00:00,False,唐镇恒生广场店,23853-233565,200000.0
上海市,31.178668,121.53459199999999,7:00:00,22:30:00,False,成山路店,15048-157220,200000.0
上海市,31.135906,121.361182,7:00:00,21:00:00,False,丽婴房大厦店,26686-245045,200000.0
上海市,31.198096999999997,121.587251,7:00:00,19:30:00,False,碧波路店,22693-223827,200000.0
上海市,31.203146999999998,121.601353,7:00:00,22:00:00,False,汇智广场店,24421-223826,200000.0
苏州市,31.313014000000003,120.601023,9:00:00,21:30:00,False,苏州太阳广场店,53679-283684,215000.0
苏州市,31.311742,120.602,8:30:00,22:00:00,False,苏州石路店,17174-170815,215000.0
上海市,31.137515999999998,121.385557,7:00:00,22:00:00,False,十尚坊店,29109-252247,200000.0
苏州市,31.292983000000003,120.627672,7:30:00,22:00:00,False,苏州竹辉路店,51943-279806,215000.0
上海市,31.180194,121.547627,7:00:00,22:00:00,False,上海海上国际花园店,59210-293468,200000.0
苏州市,31.309738,120.60349199999999,8:00:00,22:00:00,False,苏州茉莉花假日店,47710-259329,215000.0
上海市,31.200418,121.60198600000001,7:00:00,18:30:00,False,浦东软件园店,17298-177310,200000.0
苏州市,31.3695,120.52973899999999,8:00:00,22:30:00,False,苏州永旺梦乐城新区店,28881-251771,215000.0
苏州市,31.310447999999997,120.600622,8:00:00,22:00:00,False,苏州石路百脑汇店,50027-272446,215000.0
苏州市,31.244204999999997,120.703622,9:00:00,22:00:00,False,苏州爱琴海购物公园店,55068-288853,215000.0
苏州市,31.353709999999996,120.546348,9:00:00,22:00:00,False,苏州星光耀广场店,56459-289287,215000.0
上海市,31.131873,121.36373600000002,7:00:00,22:00:00,False,维璟广场店,47465-258265,200000.0
上海市,31.210896,121.628275,7:00:00,19:00:00,False,展想大厦店,18931-186325,200000.0
上海市,31.157201,121.482031,7:00:00,18:00:00,False,前滩世贸中心店,52776-282468,200000.0
苏州市,31.304831,120.60638700000001,8:00:00,22:00:00,False,苏州慕斯广场店,27746-248508,215000.0
无锡市,31.678944,120.321126,7:30:00,21:30:00,False,无锡堰桥梦享城店,59774-294070,214000.0
苏州市,31.281467,120.637556,7:30:00,22:30:00,False,苏州汇邻广场店,25560-241304,215000.0
上海市,31.129429,121.361145,7:00:00,19:00:00,False,维璟中心店,52444-281551,200000.0
上海市,31.209038,121.628941,7:00:00,20:00:00,False,上海光大安石科技园店,59678-293925,200000.0
苏州市,31.305781,120.60108400000001,7:30:00,22:00:00,False,苏州艾美广场店,25895-242825,215000.0
上海市,31.161958000000002,121.50811999999999,7:00:00,22:00:00,False,亿丰时代广场店,27834-248826,200000.0
上海市,31.196336,121.60364799999999,7:00:00,18:30:00,False,哈雷路店,47212-257244,200000.0
上海市,31.17554,121.55071299999999,7:00:00,22:00:00,False,北蔡唐人幸福里店,56048-289954,200000.0
上海市,31.133785999999997,121.397605,7:00:00,22:00:00,False,漫游城步行街店,53686-285950,200000.0
上海市,31.116146,121.26028400000001,7:00:00,22:00:00,False,松江泗泾保利店,50180-273424,200000.0
上海市,31.150514,121.47628600000002,7:00:00,22:00:00,False,上海晶耀前滩店,56656-290572,200000.0
上海市,31.131691999999997,121.400967,7:00:00,23:00:00,False,南方商城店,35036-93828,200000.0
上海市,31.193838,121.60693400000001,7:00:00,19:30:00,False,蔡伦路店,31529-106386,200000.0
上海市,31.130149,121.39738700000001,8:00:00,22:00:00,False,上海漫游城商场店,54035-286137,200000.0
上海市,31.123933,121.36315,7:00:00,19:00:00,False,上海西子国际中心,58744-292983,200000.0
苏州市,31.373875,120.511451,8:00:00,22:00:00,False,苏州浒关浅湾店,58477-292689,215000.0
无锡市,31.528426,120.38466100000001,6:30:00,22:00:00,False,无锡欧陆店,32286-129644,214000.0
上海市,31.134696999999996,121.425118,7:00:00,22:00:00,False,壹街坊店,23746-233149,200000.0
无锡市,31.904946999999996,120.27657099999999,8:00:00,22:00:00,False,无锡江阴大统华店,25897-242831,214000.0
上海市,31.214214000000002,121.656747,7:00:00,22:00:00,False,唐镇阳光城店,52883-283445,200000.0
上海市,31.211053000000003,121.65171799999999,8:00:00,22:00:00,False,上海唐镇宝燕商城店,58974-293206,200000.0
苏州市,31.298194,120.59888000000001,7:00:00,22:30:00,False,苏州胥城大厦店,25732-242164,215000.0
上海市,31.149946999999997,121.49186399999999,7:00:00,22:00:00,False,森宏生活广场店,27900-249185,200000.0
无锡市,31.904127000000003,120.274368,7:00:00,22:00:00,False,江阴青果路店,18660-192344,214000.0
上海市,31.137795,121.44870300000001,7:00:00,21:00:00,False,平福路店,47454-258327,200000.0
无锡市,31.662916999999997,120.31568899999999,6:30:00,22:00:00,False,无锡正大乐城店,48000-261004,214000.0
无锡市,31.905753000000004,120.272217,7:30:00,21:30:00,False,无锡江阴华联店,48993-266244,214000.0
苏州市,31.271795,120.627174,7:30:00,21:30:00,False,苏州朗庭乐享汇店,21817-215487,215000.0
苏州市,31.270163,120.628323,8:00:00,21:30:00,False,苏州吴中新苏店,27747-248506,215000.0
上海市,31.111469,121.056564,9:00:00,21:30:00,False,朱家角尚都里店,20130-203466,200000.0
苏州市,31.266246000000002,120.63205400000001,7:30:00,22:00:00,False,苏州中润店,17166-170814,215000.0
苏州市,31.423788000000002,120.45028300000001,7:30:00,22:00:00,False,苏州望亭禹洲商业广场店,57708-290882,215000.0
上海市,31.124809999999997,121.42275900000001,7:00:00,22:00:00,False,万辉国际广场店,52689-282430,200000.0
无锡市,31.590315999999998,120.336978,7:00:00,22:00:00,False,无锡京东广场店,20888-202488,214000.0
无锡市,31.675873,120.299345,7:30:00,22:00:00,False,无锡惠山万达店,20131-203486,214000.0
上海市,31.178005,121.60565700000001,7:00:00,20:00:00,False,纳贤路店,27836-248865,200000.0
无锡市,31.539303000000004,120.360274,7:00:00,20:30:00,False,无锡软件园店,31554-107496,214000.0
上海市,31.177711,121.60876499999999,7:00:00,22:00:00,False,张江万科翡翠公园店,50945-276706,200000.0
泰州市,32.017499,120.26876200000001,8:00:00,22:00:00,False,泰州靖江文峰大世界店,24336-236945,225300.0
无锡市,31.5525,120.348948,7:00:00,22:00:00,False,无锡金轮星光名座店,53231-284110,214000.0
上海市,31.140257000000002,121.513527,7:00:00,22:30:00,False,金谊广场店,17176-178993,200000.0
上海市,31.108145,121.377701,7:30:00,22:00:00,False,莘庄龙之梦店,15119-157846,200000.0
上海市,31.108249,121.37854899999999,7:00:00,22:00:00,False,莘庄龙之梦办公楼店,24341-237024,200000.0
上海市,31.158027,121.56831399999999,7:00:00,22:00:00,False,海上传奇店,26229-243926,200000.0
上海市,31.107225,121.3753,7:00:00,22:00:00,False,上海国拓广场店,56818-290805,200000.0
苏州市,31.254872,120.63125600000001,7:30:00,22:00:00,False,苏州海星生活广场店,55065-288852,215000.0
无锡市,31.540578000000004,120.35343200000001,7:30:00,22:00:00,False,无锡新区百盛店,22511-221525,214000.0
泰州市,32.005326000000004,120.26396100000001,7:30:00,22:30:00,False,泰州靖江泰和国际城店,24740-238713,225300.0
上海市,31.142305,121.525875,7:00:00,22:00:00,False,三林印象城店,56220-290142,200000.0
上海市,31.154238,121.563805,7:00:00,22:00:00,False,百联东郊店,18340-189865,200000.0
上海市,31.103440000000003,121.362815,7:00:00,22:00:00,False,彩生活广场店,53292-284345,200000.0
上海市,31.106516,121.387133,7:00:00,23:00:00,False,莘庄仲盛店,1663-136545,200000.0
苏州市,31.312164000000003,120.54731399999999,7:30:00,22:00:00,False,苏州港龙城市广场店,24966-226305,215000.0
苏州市,31.307156,120.553206,8:00:00,21:30:00,False,苏州津西新天地店,48264-262432,215000.0
上海市,31.108139,121.400204,7:00:00,22:00:00,False,畹町万科集店,56968-290913,200000.0
上海市,31.119566,121.456084,7:00:00,22:00:00,False,龙湖华泾广场店,58977-292163,200000.0
苏州市,31.294489000000002,120.56768100000001,6:30:00,22:00:00,False,苏州汇豪店,31117-104172,215000.0
上海市,31.097284000000002,121.349594,7:00:00,22:00:00,False,亚繁生活时尚广场店,27427-247527,200000.0
苏州市,31.2952,120.56321499999999,7:30:00,22:00:00,False,苏州锦华苑店,27020-246133,215000.0
上海市,31.092776,121.31641100000002,7:30:00,17:00:00,False,松江科技广场店,26124-243627,200000.0
无锡市,31.899928000000003,120.248337,7:00:00,22:00:00,False,江阴万达店,17882-182224,214000.0
上海市,31.092994,121.323343,7:00:00,22:00:00,False,松江创新生活广场店,22509-221527,200000.0
上海市,31.103695000000002,121.39602,7:00:00,22:00:00,False,宝燕商城店,49831-271446,200000.0
上海市,31.117012,121.46038200000001,7:00:00,22:00:00,False,望月路店,48783-265189,200000.0
苏州市,31.300527000000002,120.553738,7:30:00,22:00:00,False,苏州狮山名门店,47624-258725,215000.0
上海市,31.105665999999996,121.41136000000002,7:00:00,22:00:00,False,兴梅路店,52445-281550,200000.0
无锡市,31.490116999999998,120.37336100000002,7:00:00,19:00:00,False,无锡震泽路店,19605-198331,214000.0
苏州市,31.301802000000002,120.54905900000001,7:30:00,22:00:00,False,苏州绿宝广场店,22336-211214,215000.0
苏州市,31.299794,120.55079599999999,7:30:00,21:00:00,False,苏州绿宝步行街店,49887-271688,215000.0
苏州市,31.288615000000004,120.564254,7:00:00,22:00:00,False,苏州玉山广场店,49453-269526,215000.0
上海市,31.12592,121.50614499999999,7:00:00,22:00:00,False,上海东方懿德城店,57510-291636,200000.0
苏州市,31.293694,120.55708,8:30:00,22:00:00,False,苏州狮山龙湖天街店,50615-275186,215000.0
苏州市,31.263975,120.59728600000001,7:00:00,22:00:00,False,苏州世茂广场店,25890-242826,215000.0
无锡市,31.588308,120.31400900000001,7:00:00,21:30:00,False,无锡华润欢乐颂店,21836-215488,214000.0
上海市,31.200239,121.695994,7:00:00,22:00:00,False,川沙金汇广场店,49262-267906,200000.0
苏州市,31.253299,120.60638600000001,8:00:00,22:30:00,False,苏州吴中万达广场店,27988-249441,215000.0
苏州市,31.293487,120.55006100000001,7:30:00,22:00:00,False,苏州金鹰店,50502-275185,215000.0
无锡市,31.590453000000004,120.308222,6:30:00,22:00:00,False,无锡宜乐园店,60601-294952,214000.0
上海市,31.097282,121.41315300000001,7:00:00,22:00:00,False,新都会店,31935-116125,200000.0
上海市,31.092153000000003,121.386201,7:00:00,22:00:00,False,申北路店,27208-246773,200000.0
无锡市,31.588292,120.306454,6:30:00,21:30:00,False,无锡高铁站店,20475-206105,214000.0
无锡市,31.557796999999997,120.31528300000001,10:00:00,22:00:00,False,无锡南长街二期店,56995-290971,214000.0
苏州市,31.283162,120.549093,7:30:00,22:30:00,False,苏州泉屋店,18070-183587,215000.0
无锡市,31.561842,120.3116,8:00:00,23:00:00,False,无锡南长街店,15353-160566,214000.0
无锡市,31.575894,120.30381200000001,7:00:00,22:00:00,False,无锡梁溪区小娄巷店,60174-294443,214000.0
无锡市,31.575891,120.303477,6:30:00,22:00:00,False,无锡苏宁广场店,21407-212078,214000.0
上海市,31.085475,121.398757,7:00:00,22:00:00,False,龙盛广场店,24121-235272,200000.0
上海市,31.186157,121.6992,7:00:00,22:00:00,False,川沙百联店,51318-277809,200000.0
无锡市,31.583694,120.297991,7:00:00,22:00:00,False,无锡茂业亿百店,25896-242832,214000.0
无锡市,31.579318,120.29993200000001,7:00:00,22:00:00,False,无锡T12店,22856-225264,214000.0
无锡市,31.575727,120.301327,7:30:00,21:30:00,False,无锡三阳百盛店,25793-242364,214000.0
无锡市,31.571733000000002,120.30305600000001,7:00:00,22:00:00,False,无锡八佰伴店,51016-276906,214000.0
无锡市,31.58107,120.29833899999998,7:00:00,22:00:00,False,无锡红豆万花城店,53649-285906,214000.0
上海市,31.0729,121.32139,7:00:00,22:00:00,False,松江明中广场,56051-289967,200000.0
无锡市,31.572956,120.301547,7:00:00,20:30:00,False,无锡东方商厦店,30888-102497,214000.0
上海市,31.184653000000004,121.699873,7:00:00,22:00:00,False,川沙绿地铂骊酒店店,27209-246772,200000.0
无锡市,31.576602,120.299195,7:30:00,21:30:00,False,无锡大东方店,24109-235465,214000.0
无锡市,31.573403000000003,120.30071799999999,7:00:00,22:00:00,False,无锡锦江店,26076-243336,214000.0
上海市,31.122569,121.55842700000001,9:00:00,21:00:00,False,上海周浦永乐广场店,55674-289542,200000.0
无锡市,31.550185,120.31010500000001,7:00:00,22:00:00,False,无锡茂业购物中心店,18881-196427,214000.0
无锡市,31.573856,120.29744,8:30:00,22:00:00,False,无锡恒隆广场店,18102-187910,214000.0
无锡市,31.596031,120.28587900000001,8:00:00,22:00:00,False,无锡苏宁天御广场店,47427-258106,214000.0
苏州市,31.276832000000002,120.53910800000001,6:30:00,20:00:00,False,苏州竹园路店,48360-263169,215000.0
苏州市,31.113576000000002,120.850229,8:00:00,22:00:00,False,周庄双桥店,18092-184385,215000.0
上海市,31.058828000000002,121.24201200000002,10:00:00,22:00:00,False,松江万达广场店,22855-225164,200000.0
